position	link_query
18:90:1	حَتَّىٰ
18:92:1	ثُمّ
18:93:1	حَتَّىٰ
18:96:4	حَتَّىٰ
18:96:11	حَتَّىٰ
18:96:18	عَلِيّ
18:100:2	جَهَنَّم
16:126:10	لَهْو
16:127:8	عَلِيّ
14:29:1	جَهَنَّم
22:52:21	ثُمّ
22:55:8	حَتَّىٰ
2:6:5	عَلِيّ
2:20:12	عَلِيّ
2:21:1	أَيُّهَا
2:21:10	لَعَلّ
2:28:7	ثُمّ
2:28:9	ثُمّ
2:28:11	ثُمّ
2:29:9	ثُمّ
2:31:5	ثُمّ
2:37:7	عَلِيّ
2:38:7	مَّنِىّ
2:38:14	عَلِيّ
2:51:6	ثُمّ
2:52:1	ثُمّ
2:52:7	لَعَلّ
2:53:6	لَعَلّ
2:55:7	حَتَّىٰ
2:56:1	ثُمّ
2:56:6	لَعَلّ
2:61:38	عَلِيّ
2:62:21	عَلِيّ
2:63:14	لَعَلّ
2:64:1	ثُمّ
2:70:12	عَلِيّ
2:71:18	ـَٰٔن
2:73:10	لَعَلّ
2:74:1	ثُمّ
2:75:12	ثُمّ
2:79:6	ثُمّ
2:83:23	ثُمّ
2:84:12	ثُمّ
2:85:1	ثُمّ
2:85:12	عَلِيّ
2:91:12	عَلِيّ
2:92:5	ثُمّ
2:102:7	يَمّ
2:102:10	يَمّ
2:102:28	حَتَّىٰ
2:104:1	أَيُّهَا
2:109:24	حَتَّىٰ
2:112:14	عَلِيّ
2:115:6	ثُمّ
2:120:7	حَتَّىٰ
2:126:24	ثُمّ
2:128:13	عَلِيّ
2:129:7	عَلِيّ
2:142:11	عَلِيّ
2:143:18	عَلِيّ
2:150:30	لَعَلّ
2:153:1	أَيُّهَا
2:157:2	عَلِيّ
2:158:14	عَلِيّ
2:160:8	عَلِيّ
2:161:8	عَلِيّ
2:167:18	عَلِيّ
2:168:1	أَيُّهَا
2:170:13	عَلِيّ
2:172:1	أَيُّهَا
2:172:13	إِيَّا
2:173:21	عَلِيّ
2:178:1	أَيُّهَا
2:179:7	لَعَلّ
2:182:12	عَلِيّ
2:183:1	أَيُّهَا
2:183:13	لَعَلّ
2:185:43	لَعَلّ
2:186:16	لَعَلّ
2:187:24	ـَٰٔن
2:187:33	حَتَّىٰ
2:187:43	ثُمّ
2:187:64	لَعَلّ
2:189:26	لَعَلّ
2:191:17	حَتَّىٰ
2:193:2	حَتَّىٰ
2:194:11	عَلِيّ
2:196:14	حَتَّىٰ
2:198:12	عُرْف
2:199:1	ثُمّ
2:203:12	عَلِيّ
2:203:17	عَلِيّ
2:206:10	جَهَنَّم
2:208:1	أَيُّهَا
2:214:17	حَتَّىٰ
2:217:32	حَتَّىٰ
2:219:25	لَعَلّ
2:221:4	حَتَّىٰ
2:221:16	حَتَّىٰ
2:221:38	لَعَلّ
2:222:13	حَتَّىٰ
2:228:33	عَلِيّ
2:228:36	عَلِيّ
2:229:19	أَلَآ
2:229:25	أَلَآ
2:230:8	حَتَّىٰ
2:230:16	عَلِيّ
2:235:31	حَتَّىٰ
2:242:6	لَعَلّ
2:243:16	ثُمّ
2:246:29	أَلَآ
2:246:34	أَلَآ
2:246:46	عَلِيّ
2:247:16	عَلِيّ
2:248:9	تَّابُوت
2:250:8	عَلِيّ
2:252:5	عَلِيّ
2:254:1	أَيُّهَا
2:259:21	ثُمّ
2:259:54	ثُمّ
2:260:24	ثُمّ
2:260:31	ثُمّ
2:262:7	ثُمّ
2:262:21	عَلِيّ
2:264:1	أَيُّهَا
2:264:22	عَلِيّ
2:266:34	لَعَلّ
2:267:1	أَيُّهَا
2:272:2	عَلِيّ
2:274:14	عَلِيّ
2:277:16	عَلِيّ
2:278:1	أَيُّهَا
2:282:1	أَيُّهَا
2:282:26	عَلِيّ
2:282:38	عَلِيّ
2:282:94	أَلَآ
2:282:106	أَلَآ
2:286:10	عَلِيّ
2:286:23	عَلِيّ
8:2:11	عَلِيّ
8:6:6	تِبْيَٰن
8:15:1	أَيُّهَا
8:16:18	جَهَنَّم
8:20:1	أَيُّهَا
8:24:1	أَيُّهَا
8:26:18	لَعَلّ
8:27:1	أَيُّهَا
8:29:1	أَيُّهَا
8:37:15	جَهَنَّم
8:39:2	حَتَّىٰ
8:45:1	أَيُّهَا
8:45:11	لَعَلّ
8:53:11	حَتَّىٰ
8:56:4	ثُمّ
8:57:9	لَعَلّ
8:64:1	أَيُّهَا
8:65:1	أَيُّهَا
8:66:1	ـَٰٔن
8:67:8	حَتَّىٰ
8:68:7	يَمّ
8:70:1	أَيُّهَا
8:72:28	حَتَّىٰ
3:3:2	عَلِيّ
3:3:10	تَّوْرَىٰة
3:5:5	عَلِيّ
3:7:4	عَلِيّ
3:12:7	جَهَنَّم
3:20:22	عَلِيّ
3:23:15	ثُمّ
3:37:9	زَكَرِيَّا
3:37:12	عَلِيّ
3:37:13	زَكَرِيَّا
3:38:3	زَكَرِيَّا
3:41:8	أَلَآ
3:48:4	تَّوْرَىٰة
3:50:6	تَّوْرَىٰة
3:55:22	ثُمّ
3:58:3	عَلِيّ
3:59:11	ثُمّ
3:61:19	ثُمّ
3:62:3	لَهْو
3:62:13	لَهْو
3:64:10	أَلَآ
3:65:9	تَّوْرَىٰة
3:72:16	لَعَلّ
3:75:21	عَلِيّ
3:75:27	عَلِيّ
3:79:10	ثُمّ
3:81:11	ثُمّ
3:84:6	عَلِيّ
3:87:4	عَلِيّ
3:90:6	ثُمّ
3:92:4	حَتَّىٰ
3:93:17	تَّوْرَىٰة
3:93:20	تَّوْرَىٰة
3:96:7	بَكَّة
3:100:1	أَيُّهَا
3:102:1	أَيُّهَا
3:103:33	لَعَلّ
3:108:5	عَلِيّ
3:111:9	ثُمّ
3:112:2	عَلِيّ
3:112:19	عَلِيّ
3:118:1	أَيُّهَا
3:123:9	لَعَلّ
3:128:8	عَلِيّ
3:130:1	أَيُّهَا
3:130:11	لَعَلّ
3:132:4	لَعَلّ
3:144:2	مُحَمَّد
3:144:10	أُفّ
3:149:1	أَيُّهَا
3:152:8	حَتَّىٰ
3:152:29	ثُمّ
3:154:1	ثُمّ
3:154:59	عَلِيّ
3:156:1	أَيُّهَا
3:161:13	ثُمّ
3:162:11	جَهَنَّم
3:164:13	عَلِيّ
3:170:14	أَلَآ
3:170:16	عَلِيّ
3:176:14	أَلَآ
3:179:9	عَلِيّ
3:179:10	حَتَّىٰ
3:183:7	أَلَآ
3:183:10	حَتَّىٰ
3:197:3	ثُمّ
3:197:5	جَهَنَّم
3:200:1	أَيُّهَا
3:200:9	لَعَلّ
33:1:1	أَيُّهَا
33:5:18	يَمّ
33:9:1	أَيُّهَا
33:9:12	عَلِيّ
33:14:3	عَلِيّ
33:14:6	ثُمّ
33:19:13	عَلِيّ
33:23:8	عَلِيّ
33:24:11	عَلِيّ
33:28:1	أَيُّهَا
33:37:6	عَلِيّ
33:37:8	عَلِيّ
33:37:10	عَلِيّ
33:40:3	مُحَمَّد
33:41:1	أَيُّهَا
33:45:1	أَيُّهَا
33:49:1	أَيُّهَا
33:49:7	ثُمّ
33:49:15	عَلِيّ
33:50:1	أَيُّهَا
33:50:16	عَلِيّ
33:50:48	عَلِيّ
33:50:56	عَلِيّ
33:51:15	عَلِيّ
33:53:1	أَيُّهَا
33:55:3	عَلِيّ
33:56:7	أَيُّهَا
33:56:11	عَلِيّ
33:59:1	أَيُّهَا
33:59:9	عَلِيّ
33:60:14	ثُمّ
33:63:12	لَعَلّ
33:69:1	أَيُّهَا
33:70:1	أَيُّهَا
60:1:1	أَيُّهَا
60:1:20	إِيَّا
60:4:29	حَتَّىٰ
60:4:47	عَلِيّ
60:10:1	أَيُّهَا
60:12:1	أَيُّهَا
60:13:1	أَيُّهَا
60:13:9	عَلِيّ
4:1:1	أَيُّهَا
4:3:3	أَلَآ
4:3:18	أَلَآ
4:3:27	أَلَآ
4:6:3	حَتَّىٰ
4:6:34	عَلِيّ
4:9:10	عَلِيّ
4:15:7	عَلِيّ
4:15:15	حَتَّىٰ
4:17:9	ثُمّ
4:17:16	عَلِيّ
4:18:6	حَتَّىٰ
4:18:14	ـَٰٔن
4:19:1	أَيُّهَا
4:25:40	عَلِيّ
4:29:1	أَيُّهَا
4:34:34	عَلِيّ
4:39:2	عَلِيّ
4:43:1	أَيُّهَا
4:43:9	حَتَّىٰ
4:43:18	حَتَّىٰ
4:47:1	أَيُّهَا
4:55:10	جَهَنَّم
4:59:1	أَيُّهَا
4:62:8	ثُمّ
4:65:5	حَتَّىٰ
4:65:10	ثُمّ
4:66:4	عَلِيّ
4:69:10	عَلِيّ
4:71:1	أَيُّهَا
4:77:15	عَلِيّ
4:77:31	عَلِيّ
4:80:11	عَلِيّ
4:89:12	حَتَّىٰ
4:90:35	عَلِيّ
4:91:30	عَلِيّ
4:93:6	جَهَنَّم
4:93:11	عَلِيّ
4:94:1	أَيُّهَا
4:97:8	يَمّ
4:97:25	جَهَنَّم
4:100:20	ثُمّ
4:109:17	عَلِيّ
4:110:7	ثُمّ
4:112:6	ثُمّ
4:113:4	عَلِيّ
4:113:21	عَلِيّ
4:113:32	عَلِيّ
4:115:18	جَهَنَّم
4:121:3	جَهَنَّم
4:128:11	عَلِيّ
4:131:15	إِيَّا
4:133:4	أَيُّهَا
4:135:1	أَيُّهَا
4:136:1	أَيُّهَا
4:137:4	ثُمّ
4:137:6	ثُمّ
4:137:8	ثُمّ
4:137:10	ثُمّ
4:140:18	حَتَّىٰ
4:140:32	جَهَنَّم
4:144:1	أَيُّهَا
4:153:6	عَلِيّ
4:153:23	ثُمّ
4:155:17	عَلِيّ
4:159:13	عَلِيّ
4:160:6	عَلِيّ
4:163:19	أَيُّوب
4:163:22	يَمّ
4:164:4	عَلِيّ
4:164:10	عَلِيّ
4:169:3	جَهَنَّم
4:170:1	أَيُّهَا
4:174:1	أَيُّهَا
57:4:9	ثُمّ
57:10:3	أَلَآ
57:14:14	حَتَّىٰ
57:16:22	عَلِيّ
57:17:12	لَعَلّ
57:20:19	ثُمّ
57:20:23	ثُمّ
57:27:1	ثُمّ
57:27:23	عَلِيّ
57:28:1	أَيُّهَا
57:29:5	أَلَآ
47:2:9	مُحَمَّد
47:4:7	حَتَّىٰ
47:4:17	حَتَّىٰ
47:7:1	أَيُّهَا
47:10:14	عَلِيّ
47:16:5	حَتَّىٰ
47:20:23	عَلِيّ
47:31:2	حَتَّىٰ
47:33:1	أَيُّهَا
47:34:8	ثُمّ
47:38:26	ثُمّ
13:2:8	ثُمّ
13:2:23	لَعَلّ
13:7:6	عَلِيّ
13:11:18	حَتَّىٰ
13:16:37	عَلِيّ
13:17:14	عَلِيّ
13:18:25	جَهَنَّم
13:23:12	عَلِيّ
13:27:6	عَلِيّ
13:30:11	عَلِيّ
13:30:25	عَلِيّ
13:31:43	حَتَّىٰ
13:32:9	ثُمّ
13:37:16	ٱللَّه
13:37:18	وَلِىّ
13:40:10	عَلِيّ
13:40:12	عَلِيّ
55:8:1	أَلَآ
55:13:1	أَىّ
55:16:1	أَىّ
55:18:1	أَىّ
55:21:1	أَىّ
55:23:1	أَىّ
55:25:1	أَىّ
55:26:3	عَلِيّ
55:28:1	أَىّ
55:30:1	أَىّ
55:32:1	أَىّ
55:34:1	أَىّ
55:36:1	أَىّ
55:38:1	أَىّ
55:40:1	أَىّ
55:42:1	أَىّ
55:43:2	جَهَنَّم
55:45:1	أَىّ
55:47:1	أَىّ
55:49:1	أَىّ
55:51:1	أَىّ
55:53:1	أَىّ
55:55:1	أَىّ
55:57:1	أَىّ
55:59:1	أَىّ
55:61:1	أَىّ
55:63:1	أَىّ
55:65:1	أَىّ
55:67:1	أَىّ
55:69:1	أَىّ
55:71:1	أَىّ
55:73:1	أَىّ
55:75:1	أَىّ
55:77:1	أَىّ
76:14:2	عَلِيّ
76:15:2	عَلِيّ
76:19:2	عَلِيّ
76:20:3	ثُمّ
76:23:4	عَلِيّ
65:1:1	أَيُّهَا
65:1:36	لَعَلّ
65:6:10	عَلِيّ
65:6:16	عَلِيّ
65:6:17	حَتَّىٰ
65:7:8	عَلِيّ
98:1:10	حَتَّىٰ
98:6:10	جَهَنَّم
59:3:5	عَلِيّ
59:6:9	عَلِيّ
59:12:14	ثُمّ
59:18:1	أَيُّهَا
59:21:17	لَعَلّ
24:1:8	لَعَلّ
24:4:4	ثُمّ
24:7:5	عَلِيّ
24:9:5	عَلِيّ
24:13:3	عَلِيّ
24:21:1	أَيُّهَا
24:24:3	عَلِيّ
24:27:1	أَيُّهَا
24:27:9	حَتَّىٰ
24:27:17	لَعَلّ
24:28:8	حَتَّىٰ
24:31:77	لَعَلّ
24:33:6	حَتَّىٰ
24:39:9	حَتَّىٰ
24:43:7	ثُمّ
24:43:10	ثُمّ
24:47:6	ثُمّ
24:50:11	عَلِيّ
24:54:9	عَلِيّ
24:56:7	لَعَلّ
24:58:1	أَيُّهَا
24:58:34	عَلِيّ
24:60:9	عَلِيّ
24:61:75	لَعَلّ
24:62:15	حَتَّىٰ
24:64:12	عَلِيّ
22:1:1	أَيُّهَا
22:2:6	عَمّ
22:4:2	عَلِيّ
22:5:1	أَيُّهَا
22:5:13	ثُمّ
22:5:16	ثُمّ
22:5:19	ثُمّ
22:5:35	ثُمّ
22:5:38	ثُمّ
22:5:61	عَلِيّ
22:15:15	ثُمّ
22:18:24	عَلِيّ
22:29:1	ثُمّ
22:33:7	ثُمّ
22:36:13	عَلِيّ
22:36:26	لَعَلّ
22:44:7	ثُمّ
22:48:8	ثُمّ
22:49:2	أَيُّهَا
22:58:6	ثُمّ
22:58:16	لَهْو
22:60:8	ثُمّ
22:60:10	عَلِيّ
22:64:10	لَهْو
22:66:4	ثُمّ
22:66:6	ثُمّ
22:72:3	عَلِيّ
22:72:16	عَلِيّ
22:73:1	أَيُّهَا
22:77:1	أَيُّهَا
22:77:10	لَعَلّ
63:3:4	ثُمّ
63:4:15	عَلِيّ
63:6:2	عَلِيّ
63:7:11	حَتَّىٰ
63:9:1	أَيُّهَا
58:3:5	ثُمّ
58:7:37	ثُمّ
58:8:8	ثُمّ
58:8:35	جَهَنَّم
58:9:1	أَيُّهَا
58:11:1	أَيُّهَا
58:12:1	أَيُّهَا
58:14:9	عَلِيّ
58:19:2	عَلِيّ
49:1:1	أَيُّهَا
49:2:1	أَيُّهَا
49:5:4	حَتَّىٰ
49:6:1	أَيُّهَا
49:9:16	حَتَّىٰ
49:10:9	لَعَلّ
49:11:1	أَيُّهَا
49:12:1	أَيُّهَا
49:13:1	أَيُّهَا
49:15:7	ثُمّ
49:17:2	عَلِيّ
66:1:1	أَيُّهَا
66:3:13	عَلِيّ
66:4:10	عَلِيّ
66:6:1	أَيُّهَا
66:6:11	عَلِيّ
66:7:1	أَيُّهَا
66:8:1	أَيُّهَا
66:9:1	أَيُّهَا
66:9:7	عَلِيّ
66:9:9	جَهَنَّم
64:7:11	ثُمّ
64:14:1	أَيُّهَا
61:2:1	أَيُّهَا
61:6:17	تَّوْرَىٰة
61:10:1	أَيُّهَا
61:14:1	أَيُّهَا
62:2:9	عَلِيّ
62:5:4	تَّوْرَىٰة
62:5:5	ثُمّ
62:6:2	أَيُّهَا
62:8:9	ثُمّ
62:9:1	أَيُّهَا
62:10:14	لَعَلّ
48:2:12	عَلِيّ
48:6:10	عَلِيّ
48:6:15	عَلِيّ
48:6:19	جَهَنَّم
48:10:21	عَلِيّ
48:18:16	عَلِيّ
48:21:4	عَلِيّ
48:22:7	ثُمّ
48:24:9	مَكَّة
48:24:14	عَلِيّ
48:29:1	مُحَمَّد
48:29:28	تَّوْرَىٰة
5:1:1	أَيُّهَا
5:2:1	أَيُّهَا
5:4:25	عَلِيّ
5:6:1	أَيُّهَا
5:6:60	لَعَلّ
5:8:1	أَيُّهَا
5:8:14	أَلَآ
5:11:1	أَيُّهَا
5:22:10	حَتَّىٰ
5:23:10	عَلِيّ
5:26:4	عَلِيّ
5:27:2	عَلِيّ
5:32:32	ثُمّ
5:34:8	عَلِيّ
5:35:1	أَيُّهَا
5:35:12	لَعَلّ
5:39:10	عَلِيّ
5:41:1	أَيُّهَا
5:43:4	تَّوْرَىٰة
5:43:8	ثُمّ
5:44:3	تَّوْرَىٰة
5:44:22	عَلِيّ
5:45:2	عَلِيّ
5:46:12	تَّوْرَىٰة
5:46:23	تَّوْرَىٰة
5:48:12	عَلِيّ
5:51:1	أَيُّهَا
5:54:1	أَيُّهَا
5:57:1	أَيُّهَا
5:60:14	عَلِيّ
5:66:4	تَّوْرَىٰة
5:67:1	أَيُّهَا
5:68:7	حَتَّىٰ
5:68:9	تَّوْرَىٰة
5:69:17	عَلِيّ
5:71:2	أَلَآ
5:71:7	ثُمّ
5:71:10	عَلِيّ
5:71:11	ثُمّ
5:72:26	عَلِيّ
5:75:22	ثُمّ
5:80:15	عَلِيّ
5:87:1	أَيُّهَا
5:89:44	لَعَلّ
5:90:1	أَيُّهَا
5:90:14	لَعَلّ
5:93:16	ثُمّ
5:93:19	ثُمّ
5:94:1	أَيُّهَا
5:95:1	أَيُّهَا
5:100:14	لَعَلّ
5:101:1	أَيُّهَا
5:102:6	ثُمّ
5:104:15	عَلِيّ
5:105:1	أَيُّهَا
5:106:1	أَيُّهَا
5:107:13	عَلِيّ
5:110:9	عَلِيّ
5:110:25	تَّوْرَىٰة
5:112:12	عَلِيّ
5:113:13	عَلِيّ
5:114:8	عَلِيّ
5:117:14	عَلِيّ
5:117:24	عَلِيّ
9:4:6	ثُمّ
9:6:7	حَتَّىٰ
9:6:11	ثُمّ
9:12:17	لَعَلّ
9:14:7	عَلِيّ
9:23:1	أَيُّهَا
9:24:25	حَتَّىٰ
9:25:21	ثُمّ
9:26:1	ثُمّ
9:27:1	ثُمّ
9:28:1	أَيُّهَا
9:29:23	حَتَّىٰ
9:34:1	أَيُّهَا
9:35:3	عَلِيّ
9:35:6	جَهَنَّم
9:38:1	أَيُّهَا
9:40:27	عَلِيّ
9:42:10	عَلِيّ
9:43:7	حَتَّىٰ
9:48:9	حَتَّىٰ
9:49:13	جَهَنَّم
9:60:6	عَلِيّ
9:63:11	جَهَنَّم
9:64:5	عَلِيّ
9:68:7	جَهَنَّم
9:73:1	أَيُّهَا
9:73:7	عَلِيّ
9:73:9	جَهَنَّم
9:81:22	جَهَنَّم
9:92:13	عَلِيّ
9:92:20	أَلَآ
9:94:21	ثُمّ
9:95:14	جَهَنَّم
9:97:6	أَلَآ
9:98:11	عَلِيّ
9:101:18	ثُمّ
9:102:13	عَلِيّ
9:103:9	عَلِيّ
9:106:9	عَلِيّ
9:109:22	جَهَنَّم
9:111:18	عَلِيّ
9:111:21	تَّوْرَىٰة
9:114:10	إِيَّا
9:115:9	حَتَّىٰ
9:117:21	ثُمّ
9:117:23	عَلِيّ
9:118:5	حَتَّىٰ
9:118:8	عَلِيّ
9:118:13	عَلِيّ
9:118:23	ثُمّ
9:118:25	عَلِيّ
9:119:1	أَيُّهَا
9:122:21	لَعَلّ
9:123:1	أَيُّهَا
9:126:11	ثُمّ
9:127:13	ثُمّ
2:281:7	ثُمّ
